TGFBR1,EGFR,VGFR/PDGFR/FGFR,MEK/ERK,PI3K/mTOR,PKC,p38,JNK,Aurora-A,RIPK1,IKK2,JAK,GSK3B,DPD
0,0,0,0.0378304693971503,0,0,0.395103529209576,0,0,0,0,0,0.0512909342866325,0
0,0,0,0,0,0,0,0,0,0,0,0,0.28015852780779,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.919946667280726,0.922209141084962,0.0352404930398593,0,0.927796243017081,0.931984057945728,0.930450468370172,0.917408992756164,0.91809746733053,0,0.92717798486998,0.797711571161733,0.939091180459222,0
0.375025466968181,0.489021177389951,0,0.656587051905254,0,0,0.545089695692684,0.503076655509614,0.371651028105088,0,0.668317070616148,0.544301230826109,0.549363068155046,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.364191131557473,0,0.00153553119189318,0.790182769570737,0.0356304948139393,0.000567317482753479,0,0.142473490230083,0,0,0.0132637274035357,0,0.806029637659668,0
0.447298837679211,0,0.15520164405318,0.313080653446105,0.313494862092522,0.445490098279054,0.638949188344733,0,0.276473341873191,0.145864217769783,0.29188426444359,0.161314264142557,0.454836199358466,0
0,0,0,0.730977888368679,0.737162651242521,0.715114420003288,0.742416714403302,0.728853211509171,0,0.746221269757741,0.737228061469512,0,0.742833499797555,0
0.88605155299635,0,0,0.882210837011748,0.907565473137535,0.897647112349322,0.897195146597527,0.540490334318066,0.889887522327676,0,0.906365187354544,0,0.906452942855006,0
0.776177853525765,0,0,0.776046464581932,0.771244907822909,0.781391400831208,0.779701171106377,0.763684280993491,0.785438829297909,0,0,0.783293427470883,0.784757955470406,0
0.57042096931688,0,0.578788036784395,0.576072266540918,0.572033849924383,0.567985348935091,0.579462779885177,0.569543660490378,0.551870986680283,0.579895751375537,0.574197526614053,0,0.583473576565181,0
0,0,0,0.679299663320385,0,0,0.78984993976818,0.223671823269631,0,0,0,0,0,0
0.830935126377846,0,0,0.905762691856634,0.952055329493242,0.95119006379813,0.907283025467822,0.841146649004727,0,0.735741676603757,0.848110835781314,0.913085149358602,0.946076959927356,0
